queryid_pep	go_id	go_term	go_domain
evm.model.CTG_7959.1_Akon	GO:0003743	translation initiation factor activity	MF
evm.model.HIC_ASM_5.11033_Akon	GO:0004722	protein serine/threonine phosphatase activity	MF
evm.model.HIC_ASM_3.626_Akon	GO:0008641	ubiquitin-like modifier activating enzyme activity	MF
evm.model.HIC_ASM_3.626_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_5.9737_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9737_Akon	GO:0008250	oligosaccharyltransferase complex	CC
evm.model.HIC_ASM_5.9737_Akon	GO:0006486	protein glycosylation	BP
evm.model.CTG_18899.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_18899.6_Akon	GO:0008250	oligosaccharyltransferase complex	CC
evm.model.CTG_18899.6_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_6.725_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.725_Akon	GO:0008250	oligosaccharyltransferase complex	CC
evm.model.HIC_ASM_6.725_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_4.1302_Akon	GO:0090730	Las1 complex	CC
evm.model.HIC_ASM_4.1302_Akon	GO:0004519	endonuclease activity	MF
evm.model.HIC_ASM_4.1302_Akon	GO:0006364	rRNA processing	BP
evm.model.HIC_ASM_11.434_Akon	GO:0004185	serine-type carboxypeptidase activity	MF
evm.model.HIC_ASM_11.496_Akon	GO:0004185	serine-type carboxypeptidase activity	MF
evm.model.HIC_ASM_5.378_Akon	GO:0030001	metal ion transport	BP
evm.model.HIC_ASM_5.378_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_5.387_Akon	GO:0030001	metal ion transport	BP
evm.model.HIC_ASM_5.387_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_0.5406_Akon	GO:0017172	cysteine dioxygenase activity	MF
evm.model.HIC_ASM_0.5406_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_5.8341_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.8341_Akon	GO:0045039	protein insertion into mitochondrial inner membrane	BP
evm.model.HIC_ASM_5.8341_Akon	GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	CC
evm.model.HIC_ASM_5.8276_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.8276_Akon	GO:0045039	protein insertion into mitochondrial inner membrane	BP
evm.model.HIC_ASM_5.8276_Akon	GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	CC
evm.model.CTG_9669.4.1_Akon	GO:0003697	single-stranded DNA binding	MF
evm.model.CTG_9669.4.1_Akon	GO:0006952	defense response	BP
evm.model.CTG_9669.4.1_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_11.2350_Akon	GO:0047938	glucose-6-phosphate 1-epimerase activity	MF
evm.model.HIC_ASM_11.2350_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_11.2350_Akon	GO:0030246	carbohydrate binding	MF
evm.model.CTG_18741.6_Akon	GO:0047938	glucose-6-phosphate 1-epimerase activity	MF
evm.model.CTG_18741.6_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.CTG_18741.6_Akon	GO:0030246	carbohydrate binding	MF
evm.model.CTG_12922.4_Akon	GO:0047938	glucose-6-phosphate 1-epimerase activity	MF
evm.model.CTG_12922.4_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.CTG_12922.4_Akon	GO:0030246	carbohydrate binding	MF
evm.model.HIC_ASM_4.14758_Akon	GO:0047938	glucose-6-phosphate 1-epimerase activity	MF
evm.model.HIC_ASM_4.14758_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_4.14758_Akon	GO:0030246	carbohydrate binding	MF
evm.model.HIC_ASM_9.2271_Akon	GO:0016020	membrane	CC
evm.model.HIC_ASM_1.807_Akon	GO:0045735	nutrient reservoir activity	MF
evm.model.HIC_ASM_5.10570_evm.model.HIC_ASM_5.10573_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_5.10570_evm.model.HIC_ASM_5.10573_Akon	GO:0003924	GTPase activity	MF
evm.model.CTG_18009.11_evm.model.CTG_18009.8_Akon	GO:0005525	GTP binding	MF
evm.model.CTG_18009.11_evm.model.CTG_18009.8_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_7.5866_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_9.209_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_9.154_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_8.452_Akon	GO:0009411	response to UV	BP
evm.model.HIC_ASM_12.3632_Akon	GO:0008017	microtubule binding	MF
evm.model.HIC_ASM_12.3632_Akon	GO:0007018	microtubule-based movement	BP
evm.model.HIC_ASM_12.3632_Akon	GO:0003777	microtubule motor activity	MF
evm.model.HIC_ASM_12.3632_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_12.3632_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_11.1873_Akon	GO:0005347	ATP transmembrane transporter activity	MF
evm.model.HIC_ASM_11.1873_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_6870.5_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.1278.2_Akon	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	MF
evm.model.HIC_ASM_11.455_Akon	GO:0004176	ATP-dependent peptidase activity	MF
evm.model.HIC_ASM_11.455_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_11.455_Akon	GO:0004222	metalloendopeptidase activity	MF
evm.model.HIC_ASM_11.479_Akon	GO:0004176	ATP-dependent peptidase activity	MF
evm.model.HIC_ASM_11.479_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_11.479_Akon	GO:0004222	metalloendopeptidase activity	MF
evm.model.CTG_15654.1_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_15654.1_Akon	GO:0006397	mRNA processing	BP
evm.model.CTG_15654.1_Akon	GO:0008380	RNA splicing	BP
evm.model.HIC_ASM_10.7040_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_10.7040_Akon	GO:0006397	mRNA processing	BP
evm.model.HIC_ASM_10.7040_Akon	GO:0008380	RNA splicing	BP
evm.model.HIC_ASM_1.1346_Akon	GO:0003712	transcription coregulator activity	MF
evm.model.HIC_ASM_1.1346_Akon	GO:0006357	regulation of transcription by RNA polymerase II	BP
evm.model.HIC_ASM_1.1346_Akon	GO:0016592	mediator complex	CC
evm.model.HIC_ASM_6.1443_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.1443_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_6.1443_Akon	GO:0016757	transferase activity, transferring glycosyl groups	MF
evm.model.HIC_ASM_6.1443_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_5.9681_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9681_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_5.9681_Akon	GO:0016757	transferase activity, transferring glycosyl groups	MF
evm.model.HIC_ASM_5.9681_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_6.9124_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_6.9124_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.9124_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_11.3343_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_11.3343_Akon	GO:0004722	protein serine/threonine phosphatase activity	MF
evm.model.HIC_ASM_0.4474_evm.model.HIC_ASM_0.4477_Akon	GO:0006396	RNA processing	BP
evm.model.HIC_ASM_0.4412_Akon	GO:0006396	RNA processing	BP
evm.model.HIC_ASM_2.1453_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_2.1453_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.HIC_ASM_2.1453_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.CTG_19460.10_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.CTG_19460.10_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.CTG_19460.10_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.HIC_ASM_9.2211_Akon	GO:0004592	pantoate-beta-alanine ligase activity	MF
evm.model.HIC_ASM_9.2211_Akon	GO:0015940	pantothenate biosynthetic process	BP
evm.model.HIC_ASM_9.2211_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_1.450_Akon	GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	MF
evm.model.HIC_ASM_1.450_Akon	GO:0045454	cell redox homeostasis	BP
evm.model.HIC_ASM_1.450_Akon	GO:0050660	flavin adenine dinucleotide binding	MF
evm.model.HIC_ASM_1.2467_Akon	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	MF
evm.model.HIC_ASM_1.2467_Akon	GO:0006672	ceramide metabolic process	BP
evm.model.HIC_ASM_1.2467_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.4239_Akon	GO:0006914	autophagy	BP
evm.model.HIC_ASM_6.9256_Akon	GO:0016192	vesicle-mediated transport	BP
evm.model.HIC_ASM_6.9256_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_6.9256_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.1929_Akon	GO:0016192	vesicle-mediated transport	BP
evm.model.HIC_ASM_11.1929_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_11.1929_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_8.163_Akon	GO:0015098	molybdate ion transmembrane transporter activity	MF
evm.model.HIC_ASM_8.163_Akon	GO:0005886	plasma membrane	CC
evm.model.HIC_ASM_8.163_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_0.4278_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_0.4278_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.4278_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9461_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.10282.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.10282.7_Akon	GO:0009579	thylakoid	CC
evm.model.HIC_ASM_9.9079_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_9.9079_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.9079_Akon	GO:0006665	sphingolipid metabolic process	BP
evm.model.HIC_ASM_5.9364.4_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_5.9364.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9364.4_Akon	GO:0006665	sphingolipid metabolic process	BP
evm.model.CTG_7307.68.1_Akon	GO:0005643	nuclear pore	CC
evm.model.HIC_ASM_1.6824_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_1.6824_Akon	GO:0009507	chloroplast	CC
evm.model.CTG_15026.4_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_15026.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_15026.4_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_4.1739_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.1739_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.1739_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_9.10735_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_9.10735_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_9.10735_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_5.11920.1_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_12.4045_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_5.9548_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_11.1704.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.1696_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.141_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.141_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_5.5901_evm.model.HIC_ASM_5.5898_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_7.676_Akon	GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity	MF
evm.model.HIC_ASM_7.676_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_7.676_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_7.676_Akon	GO:0042372	phylloquinone biosynthetic process	BP
evm.model.CTG_18745.3_Akon	GO:0005634	nucleus	CC
evm.model.CTG_18745.3_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_5.9004.1_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.9004.1_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_5.11375_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_5.11375_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.11375_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_5.11340_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_5.11340_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.11340_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_11.1594_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_11.1594_Akon	GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain	BP
evm.model.HIC_ASM_11.1594_Akon	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	MF
evm.model.HIC_ASM_11.1591_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_11.1591_Akon	GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain	BP
evm.model.HIC_ASM_11.1591_Akon	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	MF
evm.model.HIC_ASM_0.763_Akon	GO:0004185	serine-type carboxypeptidase activity	MF
evm.model.HIC_ASM_5.9037_Akon	GO:0004176	ATP-dependent peptidase activity	MF
evm.model.HIC_ASM_5.9037_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.CTG_9123.5_Akon	GO:0004176	ATP-dependent peptidase activity	MF
evm.model.CTG_9123.5_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.HIC_ASM_9.10410_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_9.10410_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.HIC_ASM_9.10410_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.HIC_ASM_6.602_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_0.2381_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_8.6833_Akon	GO:0050660	flavin adenine dinucleotide binding	MF
evm.model.HIC_ASM_8.6833_Akon	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	MF
evm.model.CTG_11289.3_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_11289.3_Akon	GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	MF
evm.model.CTG_15648.2_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_15648.2_Akon	GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	MF
evm.model.HIC_ASM_12.2113_Akon	GO:0030170	pyridoxal phosphate binding	MF
evm.model.HIC_ASM_12.2113_Akon	GO:0016829	lyase activity	MF
evm.model.HIC_ASM_12.2113_Akon	GO:0102867	molybdenum cofactor sulfurtransferase activity	MF
evm.model.HIC_ASM_12.2113_Akon	GO:0008265	Mo-molybdopterin cofactor sulfurase activity	MF
evm.model.HIC_ASM_12.2113_Akon	GO:0030151	molybdenum ion binding	MF
evm.model.HIC_ASM_12.2113_Akon	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	BP
evm.model.HIC_ASM_0.6290_Akon	GO:0043023	ribosomal large subunit binding	MF
evm.model.HIC_ASM_0.6290_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_0.6290_Akon	GO:0016887	ATPase activity	MF
evm.model.HIC_ASM_0.6290_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_0.6290_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.6290_Akon	GO:0043022	ribosome binding	MF
evm.model.CTG_2959.4_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_2959.4_Akon	GO:0020037	heme binding	MF
evm.model.CTG_2959.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.510_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_11.510_Akon	GO:0020037	heme binding	MF
evm.model.HIC_ASM_11.510_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_3430.10.1_Akon	GO:0005774	vacuolar membrane	CC
evm.model.CTG_3430.10.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_3430.10.1_Akon	GO:0015369	calcium:proton antiporter activity	MF
evm.model.HIC_ASM_5.8693.1_Akon	GO:0005774	vacuolar membrane	CC
evm.model.HIC_ASM_5.8693.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.8693.1_Akon	GO:0015369	calcium:proton antiporter activity	MF
evm.model.CTG_3430.3_Akon	GO:0004563	beta-N-acetylhexosaminidase activity	MF
evm.model.CTG_3430.3_Akon	GO:0102148	N-acetyl-beta-D-galactosaminidase activity	MF
evm.model.CTG_3430.3_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_5.8687_Akon	GO:0004563	beta-N-acetylhexosaminidase activity	MF
evm.model.HIC_ASM_5.8687_Akon	GO:0102148	N-acetyl-beta-D-galactosaminidase activity	MF
evm.model.HIC_ASM_5.8687_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.CTG_894.2_Akon	GO:0004563	beta-N-acetylhexosaminidase activity	MF
evm.model.CTG_894.2_Akon	GO:0102148	N-acetyl-beta-D-galactosaminidase activity	MF
evm.model.CTG_894.2_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_5.8665_Akon	GO:0004563	beta-N-acetylhexosaminidase activity	MF
evm.model.HIC_ASM_5.8665_Akon	GO:0102148	N-acetyl-beta-D-galactosaminidase activity	MF
evm.model.HIC_ASM_5.8665_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_5.8658_Akon	GO:0004563	beta-N-acetylhexosaminidase activity	MF
evm.model.HIC_ASM_5.8658_Akon	GO:0102148	N-acetyl-beta-D-galactosaminidase activity	MF
evm.model.HIC_ASM_5.8658_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_4.14817_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_4.14817_Akon	GO:0006364	rRNA processing	BP
evm.model.HIC_ASM_4.14817_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_4.13318_Akon	GO:0042744	hydrogen peroxide catabolic process	BP
evm.model.HIC_ASM_4.13318_Akon	GO:0006979	response to oxidative stress	BP
evm.model.HIC_ASM_4.13318_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_4.13318_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_4.13318_Akon	GO:0004601	peroxidase activity	MF
evm.model.HIC_ASM_4.13318_Akon	GO:0020037	heme binding	MF
evm.model.CTG_15933.3_Akon	GO:0042744	hydrogen peroxide catabolic process	BP
evm.model.CTG_15933.3_Akon	GO:0006979	response to oxidative stress	BP
evm.model.CTG_15933.3_Akon	GO:0005576	extracellular region	CC
evm.model.CTG_15933.3_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_15933.3_Akon	GO:0004601	peroxidase activity	MF
evm.model.CTG_15933.3_Akon	GO:0020037	heme binding	MF
evm.model.CTG_16911.3_Akon	GO:0005794	Golgi apparatus	CC
evm.model.CTG_16911.3_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_16911.3_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_5.11983_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_5.11983_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_15297.12_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_13828.9_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_12357.5_Akon	GO:0019843	rRNA binding	MF
evm.model.CTG_12357.5_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_12357.5_Akon	GO:0005840	ribosome	CC
evm.model.CTG_12357.5_Akon	GO:0006412	translation	BP
evm.model.CTG_1049.9_Akon	GO:0019843	rRNA binding	MF
evm.model.CTG_1049.9_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_1049.9_Akon	GO:0005840	ribosome	CC
evm.model.CTG_1049.9_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_5.9151_Akon	GO:0008017	microtubule binding	MF
evm.model.HIC_ASM_5.9151_Akon	GO:0005874	microtubule	CC
evm.model.CTG_1321.2_Akon	GO:0008017	microtubule binding	MF
evm.model.CTG_1321.2_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_4.14324_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_4.14324_Akon	GO:0003924	GTPase activity	MF
evm.model.CTG_9150.4_Akon	GO:0006865	amino acid transport	BP
evm.model.CTG_9150.4_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.CTG_9150.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.6685.2_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_6.9289_Akon	GO:0016787	hydrolase activity	MF
evm.model.HIC_ASM_8.1379_Akon	GO:0006865	amino acid transport	BP
evm.model.HIC_ASM_8.1379_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_15656.5_Akon	GO:0006865	amino acid transport	BP
evm.model.CTG_15656.5_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.650_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_11.650_Akon	GO:0006396	RNA processing	BP
evm.model.HIC_ASM_12.5200_Akon	GO:0000082	G1/S transition of mitotic cell cycle	BP
evm.model.HIC_ASM_12.5200_Akon	GO:0006351	transcription, DNA-templated	BP
evm.model.HIC_ASM_12.5200_Akon	GO:0006357	regulation of transcription by RNA polymerase II	BP
evm.model.HIC_ASM_12.5200_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_12.5200_Akon	GO:0051726	regulation of cell cycle	BP
evm.model.HIC_ASM_7.283_Akon	GO:0004830	tryptophan-tRNA ligase activity	MF
evm.model.HIC_ASM_7.283_Akon	GO:0006436	tryptophanyl-tRNA aminoacylation	BP
evm.model.HIC_ASM_7.283_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_7.61_Akon	GO:0004830	tryptophan-tRNA ligase activity	MF
evm.model.HIC_ASM_7.61_Akon	GO:0006436	tryptophanyl-tRNA aminoacylation	BP
evm.model.HIC_ASM_7.61_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.13892_Akon	GO:0016746	transferase activity, transferring acyl groups	MF
evm.model.HIC_ASM_4.13892_Akon	GO:0006644	phospholipid metabolic process	BP
evm.model.HIC_ASM_4.13892_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_4.13892_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.807.1_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_3.807.1_Akon	GO:0070973	protein localization to endoplasmic reticulum exit site	BP
evm.model.HIC_ASM_3.807.1_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_3.807.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.807.1_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.HIC_ASM_4.2354_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_4.2354_Akon	GO:0070973	protein localization to endoplasmic reticulum exit site	BP
evm.model.HIC_ASM_4.2354_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_4.2354_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.2354_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.CTG_144.1_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.CTG_144.1_Akon	GO:0070973	protein localization to endoplasmic reticulum exit site	BP
evm.model.CTG_144.1_Akon	GO:0006886	intracellular protein transport	BP
evm.model.CTG_144.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_144.1_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.HIC_ASM_4.2364_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_4.2364_Akon	GO:0070973	protein localization to endoplasmic reticulum exit site	BP
evm.model.HIC_ASM_4.2364_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_4.2364_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.2364_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.HIC_ASM_8.6957_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_8.6957_Akon	GO:0016168	chlorophyll binding	MF
evm.model.HIC_ASM_8.6957_Akon	GO:0009522	photosystem I	CC
evm.model.HIC_ASM_8.6957_Akon	GO:0009765	photosynthesis, light harvesting	BP
evm.model.HIC_ASM_8.6957_Akon	GO:0009523	photosystem II	CC
evm.model.HIC_ASM_8.6957_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_3.1139_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_3.1139_Akon	GO:0016168	chlorophyll binding	MF
evm.model.HIC_ASM_3.1139_Akon	GO:0009522	photosystem I	CC
evm.model.HIC_ASM_3.1139_Akon	GO:0009765	photosynthesis, light harvesting	BP
evm.model.HIC_ASM_3.1139_Akon	GO:0009523	photosystem II	CC
evm.model.HIC_ASM_3.1139_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_6.8241_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_6.8241_Akon	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF
evm.model.HIC_ASM_6.8241_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.8241_Akon	GO:0008289	lipid binding	MF
evm.model.HIC_ASM_1.1374_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_1.1374_Akon	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF
evm.model.HIC_ASM_1.1374_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_1.1374_Akon	GO:0008289	lipid binding	MF
evm.model.HIC_ASM_0.6054_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_0.6054_Akon	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF
evm.model.HIC_ASM_0.6054_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_0.6054_Akon	GO:0008289	lipid binding	MF
